0,1,$185BA,0,$10,World 1 Map
0,2,$1864B,0,$10,World 2 Map
0,3,$1876C,0,$10,World 3 Map
0,4,$1891D,0,$10,World 4 Map
0,5,$18A3E,0,$10,World 5 Map
0,6,$18B5F,0,$10,World 6 Map
0,7,$18D10,0,$10,World 7 Map
0,8,$18E31,0,$10,World 8 Map
0,9,$19072,0,$10,Warp Zone
1,1,$1E51B,$C05E,$1,World 1-1
1,2,$1E60B,$C0B3,$1,World 1-2
1,3,$1E6F8,$C11B,$1,World 1-3
1,4,$2351A,$CC44,$4,World 1-4
1,5,$1AA5A,$C93C,$E,World 1-5
1,6,$233C1,$CC1E,$4,World 1-6
1,7,$2A800,$C184,$2,World 1-Dungeon
1,8,$232D8,$CBF6,$4,World 1-Secret
1,9,$2EDD0,$D6FB,$A,World 1-Ship
1,10,$1FCAC,$C017,$1,World 1-1 Bonus Area*****
1,11,$1FA62,$C017,$1,World 1-2 Bonus Area*****
1,12,$27A43,$CFE3,$D,World 1-3 Bonus Area
1,13,$1FE61,$C595,$1,World 1-4 Ending
1,14,$2788D,$D03D,$D,World 1-5 Bonus
1,15,$1FD81,$C571,$1,World 1-5 Ending
1,16,$2AA43,$D362,$2,World 1-Dungeon Spike Room
1,17,$2339A,$CC19,$C,World 1-Secret Ending
1,18,$2FA1B,$D9F7,$A,World 1-Ship Boss Room
1,19,$21404,$C73C,$3,World 1-Hammer Bros 1
1,20,$2141E,$C73C,$3,World 1-Hammer Bros 2
1,21,$2A850,$D2C0,$2,World 1-End Castle
1,22,$2EC42,$D6AD,$A,World 1-Anchors Away
1,23,$2FC2E,$DA15,$A,World 1-Coin Ship
1,24,$2FCD1,$DA20,$A,World 1-Coin Ship Boss Room
2,1,$29478,$D19A,$9,World 2-1
2,2,$218B1,$C8A6,$3,World 2-2
2,3,$2992E,$D201,$9,World 2-3
2,4,$29C91,$D270,$9,World 2-4
2,5,$29753,$D1D2,$9,World 2-5
2,6,$29AD3,$D233,$9,World 2-Dungeon
2,7,$21626,$C854,$3,World 2-Quicksand
2,8,$20590,$C5CD,$3,World 2-Pyramid
2,9,$2EEC4,$D72D,$A,World 2-Ship
2,10,$29644,$C017,$9,World 2-1 Bonus Area
2,11,$29F31,$D2B6,$9,World 2-2 Ending
2,12,$29F41,$D2BB,$9,World 2-3 Ending
2,13,$298C0,$C017,$9,World 2-5 Bonus Area
2,14,$29C15,$D265,$9,World 2-Dungeon Spike Room
2,15,$28F3F,$D108,$9,World 2-Pyramid Outside Area
2,16,$2FA64,$D9FC,$A,World 2-Ship Boss Room
2,17,$20CCE,$C013,$3,World 2-Hidden Hammer Bros
2,18,$2920F,$D15E,$9,World 2-Hammer Bros 1
2,19,$2920F,$D153,$9,World 2-Hammer Bros 2
2,20,$1ADB2,$C154,$E,World 2-Pipe 1 End 1
2,21,$1AE01,$C154,$E,World 2-Pipe 1 End 2
2,22,$2A800,$D2C0,$2,World 2-End Castle
2,23,$2EC10,$D6AD,$A,World 2-Anchors Away
3,1,$25323,$CE36,$6,World 3-1
3,2,$227E9,$CA34,$4,World 3-2
3,3,$1FE82,$C59F,$1,World 3-3
3,4,$1B732,$C9C4,$E,World 3-4
3,5,$25073,$CDFC,$6,World 3-5
3,6,$22952,$CA74,$4,World 3-6
3,7,$1F8D5,$C47F,$1,World 3-7
3,8,$1AC72,$C965,$E,World 3-8
3,9,$1F121,$C3A0,$1,World 3-9
3,10,$2AB9A,$D3A4,$2,World 3-Dungeon #1
3,11,$2AA92,$D373,$2,World 3-Dungeon #2
3,12,$2F022,$D768,$A,World 3-Ship
3,13,$1FA4B,$C4C0,$1,World 3-1 Ending
3,14,$228E3,$CA69,$4,World 3-2 Ending
