0,1,$185BA,0,$10,World 1 Map
0,2,$1864B,0,$10,World 2 Map
0,3,$1876C,0,$10,World 3 Map
0,4,$1891D,0,$10,World 4 Map
0,5,$18A3E,0,$10,World 5 Map
0,6,$18B5F,0,$10,World 6 Map
0,7,$18D10,0,$10,World 7 Map
0,8,$18E31,0,$10,World 8 Map
0,9,$19072,0,$10,Warp Zone
1,1,$1FB9B,$C538,$1,Level 1
1,2,$20F43,$C6BB,$3,Level 2
1,3,$1EE22,$C2FF,$1,Level 3
1,4,$2351A,$CC44,$4,Level 4
1,5,$1AA5A,$C93C,$E,Level 5
1,6,$233C1,$CC1E,$4,Level 6
1,7,$2A976,$D33C,$2,Dungeon
1,8,$2EDD0,$D6FB,$A,Ship
1,9,$1FCAC,$C017,$1,Level 1 Bonus Area
1,10,$1FA62,$C017,$1,Level 2 Bonus Area
1,11,$27A43,$CFE3,$D,Level 3 Bonus Area
1,12,$1FE61,$C595,$1,Level 4 Ending
1,13,$2788D,$D03D,$D,Level 5 Bonus
1,14,$1FD81,$C571,$1,Level 5 Ending
1,15,$2AA43,$D362,$2,Dungeon Spike Room
1,16,$2FA1B,$D9F7,$A,Ship Boss Room
1,17,$21404,$C73C,$3,Hammer Bros 1
1,18,$2141E,$C73C,$3,Hammer Bros 2
1,19,$2A850,$D2C0,$2,End Castle
1,20,$2EC42,$D6AD,$A,Anchors Away
1,21,$2FC2E,$DA15,$A,Coin Ship
1,22,$2FCD1,$DA20,$A,Coin Ship Boss Room
2,1,$29478,$D19A,$9,Level 1
2,2,$218B1,$C8A6,$3,Level 2
2,3,$2992E,$D201,$9,Level 3
2,4,$29C91,$D270,$9,Level 4
2,5,$29753,$D1D2,$9,Level 5
2,6,$29AD3,$D233,$9,Dungeon
2,7,$21626,$C854,$3,Quicksand
2,8,$20590,$C5CD,$3,Pyramid
2,9,$2EEC4,$D72D,$A,Ship
2,10,$29644,$C017,$9,Level 1 Bonus Area
2,11,$29F31,$D2B6,$9,Level 2 Ending
2,12,$29F41,$D2BB,$9,Level 3 Ending
2,13,$298C0,$C017,$9,Level 5 Bonus Area
2,14,$29C15,$D265,$9,Dungeon Spike Room
2,15,$28F3F,$D108,$9,Pyramid Outside Area
2,16,$2FA64,$D9FC,$A,Ship Boss Room
2,17,$20CCE,$C013,$3,Hidden Hammer Bros
2,18,$2920F,$D15E,$9,Hammer Bros 1
2,19,$2920F,$D153,$9,Hammer Bros 2
2,20,$1ADB2,$C154,$E,Pipe 1 End 1
2,21,$1AE01,$C154,$E,Pipe 1 End 2
2,22,$2A800,$D2C0,$2,End Castle
2,23,$2EC10,$D6AD,$A,Anchors Away
3,1,$25323,$CE36,$6,Level 1
3,2,$227E9,$CA34,$4,Level 2
3,3,$1FE82,$C59F,$1,Level 3
3,4,$1B732,$C9C4,$E,Level 4
3,5,$25073,$CDFC,$6,Level 5
3,6,$22952,$CA74,$4,Level 6
3,7,$1F8D5,$C47F,$1,Level 7
3,8,$1AC72,$C965,$E,Level 8
3,9,$1F121,$C3A0,$1,Level 9
3,10,$2AB9A,$D3A4,$2,Dungeon #1
3,11,$2AA92,$D373,$2,Dungeon #2
3,12,$2F022,$D768,$A,Ship
3,13,$1FA4B,$C4C0,$1,Level 1 Ending
3,14,$228E3,$CA69,$4,Level 2 Ending
3,15,$1FFB3,$C5C8,$1,Level 3 Ending
3,16,$1B2A4,$C991,$E,Level 5 Bonus Area
3,17,$1EF13,$C32E,$1,Level 5 Ending
3,18,$22A56,$CA97,$4,Level 6 Ending
3,19,$26B68,$CE9A,$D,Level 7 Bonus Area
3,20,$1FD4C,$C56C,$1,Level 8 Ending
3,21,$1B2A4,$C994,$E,Level 9 Bonus Area
